title,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature
Liar,Britney Spears,spotify:track:0SRMPI9KOnuNRjcK4wZC8j,0.59,0.776,6,-5.272,0,0.0705,0.00705,1.69e-05,0.414,0.81,159.946,audio_features,0SRMPI9KOnuNRjcK4wZC8j,https://api.spotify.com/v1/tracks/0SRMPI9KOnuNRjcK4wZC8j,https://api.spotify.com/v1/audio-analysis/0SRMPI9KOnuNRjcK4wZC8j,196613,4
Love Me Down,Britney Spears,spotify:track:4X6Ms88o4EdhZUqWBWGeOZ,0.657,0.645,2,-6.52,0,0.0603,0.00592,0.000199,0.236,0.658,91.988,audio_features,4X6Ms88o4EdhZUqWBWGeOZ,https://api.spotify.com/v1/tracks/4X6Ms88o4EdhZUqWBWGeOZ,https://api.spotify.com/v1/audio-analysis/4X6Ms88o4EdhZUqWBWGeOZ,198640,4
Clumsy,Britney Spears,spotify:track:19dCpK5w7ZQFaYZBZB0G0T,0.774,0.473,5,-7.07,0,0.131,0.0578,0.0,0.0888,0.362,103.884,audio_features,19dCpK5w7ZQFaYZBZB0G0T,https://api.spotify.com/v1/tracks/19dCpK5w7ZQFaYZBZB0G0T,https://api.spotify.com/v1/audio-analysis/19dCpK5w7ZQFaYZBZB0G0T,183387,4
Just Luv Me,Britney Spears,spotify:track:6Nc2n959qhnnE8rpR1CWuC,0.616,0.492,9,-9.79,0,0.0609,0.158,0.0071,0.139,0.361,91.997,audio_features,6Nc2n959qhnnE8rpR1CWuC,https://api.spotify.com/v1/tracks/6Nc2n959qhnnE8rpR1CWuC,https://api.spotify.com/v1/audio-analysis/6Nc2n959qhnnE8rpR1CWuC,241453,4
Faijas (feat. Lucas),Arttu Lindeman,spotify:track:7FTTSfZNFiPvL05ltm8UAr,0.73,0.855,0,-3.547,1,0.0892,0.0563,0.0,0.151,0.767,98.007,audio_features,7FTTSfZNFiPvL05ltm8UAr,https://api.spotify.com/v1/tracks/7FTTSfZNFiPvL05ltm8UAr,https://api.spotify.com/v1/audio-analysis/7FTTSfZNFiPvL05ltm8UAr,219592,4
Keep It Mello (feat. Omar LinX),Marshmello,spotify:track:0Q3SC6kEhxYagDP3bFe5K9,0.686,0.888,1,-3.348,1,0.0857,0.00134,0.000689,0.0736,0.108,142.015,audio_features,0Q3SC6kEhxYagDP3bFe5K9,https://api.spotify.com/v1/tracks/0Q3SC6kEhxYagDP3bFe5K9,https://api.spotify.com/v1/audio-analysis/0Q3SC6kEhxYagDP3bFe5K9,243380,4
Tänään Lähdetään,Mandi,spotify:track:22vT4oQw05Un4sQprfAf1V,0.751,0.895,0,-6.597,1,0.0319,0.136,3.27e-05,0.336,0.865,138.177,audio_features,22vT4oQw05Un4sQprfAf1V,https://api.spotify.com/v1/tracks/22vT4oQw05Un4sQprfAf1V,https://api.spotify.com/v1/audio-analysis/22vT4oQw05Un4sQprfAf1V,227960,4
Nahkatakkinen tyttö,Dingo,spotify:track:1y5tsdpLOnJnh3wUpib63h,0.313,0.832,2,-5.532,1,0.0931,0.122,0.0,0.277,0.402,199.368,audio_features,1y5tsdpLOnJnh3wUpib63h,https://api.spotify.com/v1/tracks/1y5tsdpLOnJnh3wUpib63h,https://api.spotify.com/v1/audio-analysis/1y5tsdpLOnJnh3wUpib63h,186040,4
Autiotalo,Dingo,spotify:track:6gZiWkvxlNl6DSZkp58p4d,0.517,0.538,2,-7.866,1,0.0375,0.0899,0.0,0.0855,0.42,113.546,audio_features,6gZiWkvxlNl6DSZkp58p4d,https://api.spotify.com/v1/tracks/6gZiWkvxlNl6DSZkp58p4d,https://api.spotify.com/v1/audio-analysis/6gZiWkvxlNl6DSZkp58p4d,263533,4
Kato mua silmiin,Reino Nordin,spotify:track:1z0ereQI7jyUE13QCs6CSy,0.816,0.602,7,-4.569,0,0.0508,0.0122,0.000123,0.127,0.524,120.046,audio_features,1z0ereQI7jyUE13QCs6CSy,https://api.spotify.com/v1/tracks/1z0ereQI7jyUE13QCs6CSy,https://api.spotify.com/v1/audio-analysis/1z0ereQI7jyUE13QCs6CSy,208456,4
You Make Me Feel... (feat. Sabi),Cobra Starship,spotify:track:5FeuH4LtGxDWkSkhRG47QT,0.668,0.857,7,-2.944,0,0.0535,0.0191,6.71e-06,0.0385,0.748,131.959,audio_features,5FeuH4LtGxDWkSkhRG47QT,https://api.spotify.com/v1/tracks/5FeuH4LtGxDWkSkhRG47QT,https://api.spotify.com/v1/audio-analysis/5FeuH4LtGxDWkSkhRG47QT,215693,4
3,Britney Spears,spotify:track:4pJHQ4rSyYx3X8HsvN6kN6,0.705,0.626,5,-4.077,0,0.0404,0.0556,0.0,0.199,0.778,134.926,audio_features,4pJHQ4rSyYx3X8HsvN6kN6,https://api.spotify.com/v1/tracks/4pJHQ4rSyYx3X8HsvN6kN6,https://api.spotify.com/v1/audio-analysis/4pJHQ4rSyYx3X8HsvN6kN6,205293,4
Clumsy,Britney Spears,spotify:track:0kHMgkYiUgKfh0gY8gTIan,0.767,0.469,5,-7.072,0,0.152,0.0574,0.0,0.0979,0.346,103.942,audio_features,0kHMgkYiUgKfh0gY8gTIan,https://api.spotify.com/v1/tracks/0kHMgkYiUgKfh0gY8gTIan,https://api.spotify.com/v1/audio-analysis/0kHMgkYiUgKfh0gY8gTIan,182320,4
Rakastuin mä looseriin,Nylon Beat,spotify:track:34B7h0Yn3U1BkUhrWBL6GS,0.604,0.755,0,-6.664,1,0.187,0.0325,0.295,0.324,0.567,188.866,audio_features,34B7h0Yn3U1BkUhrWBL6GS,https://api.spotify.com/v1/tracks/34B7h0Yn3U1BkUhrWBL6GS,https://api.spotify.com/v1/audio-analysis/34B7h0Yn3U1BkUhrWBL6GS,256867,4
History,One Direction,spotify:track:0HMjXBAZmSYOTTi33WpMso,0.655,0.699,11,-4.421,1,0.0493,0.0352,0.0,0.064,0.802,86.704,audio_features,0HMjXBAZmSYOTTi33WpMso,https://api.spotify.com/v1/tracks/0HMjXBAZmSYOTTi33WpMso,https://api.spotify.com/v1/audio-analysis/0HMjXBAZmSYOTTi33WpMso,187427,4
Never Be Like You,Flume,spotify:track:4ja3m5fYLcugwuXB6Jkh4Y,0.529,0.554,0,-5.427,1,0.0556,0.467,0.0,0.125,0.286,119.725,audio_features,4ja3m5fYLcugwuXB6Jkh4Y,https://api.spotify.com/v1/tracks/4ja3m5fYLcugwuXB6Jkh4Y,https://api.spotify.com/v1/audio-analysis/4ja3m5fYLcugwuXB6Jkh4Y,234910,4
All of Me - Tiësto's Birthday Treatment Remix - Radio Edit,John Legend,spotify:track:1mzGywacjpeik00PVLBPpF,0.606,0.72,5,-6.253,0,0.0283,0.000149,0.00165,0.0745,0.178,127.985,audio_features,1mzGywacjpeik00PVLBPpF,https://api.spotify.com/v1/tracks/1mzGywacjpeik00PVLBPpF,https://api.spotify.com/v1/audio-analysis/1mzGywacjpeik00PVLBPpF,251613,4
Sweet Nothing (feat. Florence Welch),Calvin Harris,spotify:track:24LS4lQShWyixJ0ZrJXfJ5,0.573,0.929,8,-3.942,0,0.109,0.197,0.000112,0.0567,0.582,127.934,audio_features,24LS4lQShWyixJ0ZrJXfJ5,https://api.spotify.com/v1/tracks/24LS4lQShWyixJ0ZrJXfJ5,https://api.spotify.com/v1/audio-analysis/24LS4lQShWyixJ0ZrJXfJ5,212560,4
Grow Up,Olly Murs,spotify:track:5nJWME6j2dfFSm5B6ayDrw,0.571,0.719,8,-3.914,1,0.0655,0.279,0.0,0.0891,0.511,167.339,audio_features,5nJWME6j2dfFSm5B6ayDrw,https://api.spotify.com/v1/tracks/5nJWME6j2dfFSm5B6ayDrw,https://api.spotify.com/v1/audio-analysis/5nJWME6j2dfFSm5B6ayDrw,224773,4
Lumi Teki Enkelin Eteiseen - Vain Elämää Kausi 5,Mikael Gabriel,spotify:track:0qQ2TDJ42jGaEHE5cJAuG5,0.563,0.584,1,-8.778,0,0.247,0.157,0.0,0.335,0.281,172.13,audio_features,0qQ2TDJ42jGaEHE5cJAuG5,https://api.spotify.com/v1/tracks/0qQ2TDJ42jGaEHE5cJAuG5,https://api.spotify.com/v1/audio-analysis/0qQ2TDJ42jGaEHE5cJAuG5,161528,4
Donald Trump,Mac Miller,spotify:track:3uulVrxiI7iLTjOBZsaiF8,0.636,0.901,1,-7.094,0,0.118,0.119,0.0,0.391,0.836,162.994,audio_features,3uulVrxiI7iLTjOBZsaiF8,https://api.spotify.com/v1/tracks/3uulVrxiI7iLTjOBZsaiF8,https://api.spotify.com/v1/audio-analysis/3uulVrxiI7iLTjOBZsaiF8,165908,4
My Favorite Part,Mac Miller,spotify:track:6UUSdhj9yqzVum2YDIs3KE,0.861,0.33,6,-7.194,1,0.0526,0.627,1.93e-06,0.14,0.718,95.016,audio_features,6UUSdhj9yqzVum2YDIs3KE,https://api.spotify.com/v1/tracks/6UUSdhj9yqzVum2YDIs3KE,https://api.spotify.com/v1/audio-analysis/6UUSdhj9yqzVum2YDIs3KE,216000,4
Nervous (The Ooh Song) - Mark McCabe Remix,Gavin James,spotify:track:0L9lXMXddmoBbBUeF7A9An,0.432,0.874,7,-5.558,1,0.0462,0.0732,6.14e-06,0.371,0.374,103.85,audio_features,0L9lXMXddmoBbBUeF7A9An,https://api.spotify.com/v1/tracks/0L9lXMXddmoBbBUeF7A9An,https://api.spotify.com/v1/audio-analysis/0L9lXMXddmoBbBUeF7A9An,195195,4
There For Me,iSHi,spotify:track:6tvUSjkuJeLdCcyc5k9mEu,0.752,0.711,8,-5.779,0,0.0617,0.239,6.5e-06,0.324,0.687,120.423,audio_features,6tvUSjkuJeLdCcyc5k9mEu,https://api.spotify.com/v1/tracks/6tvUSjkuJeLdCcyc5k9mEu,https://api.spotify.com/v1/audio-analysis/6tvUSjkuJeLdCcyc5k9mEu,212702,4
Life Ain't Easy,Mac Miller,spotify:track:7C1mp6UzyOrESLQCtNE6dO,0.661,0.722,11,-5.735,0,0.0818,0.0366,0.0,0.302,0.691,94.507,audio_features,7C1mp6UzyOrESLQCtNE6dO,https://api.spotify.com/v1/tracks/7C1mp6UzyOrESLQCtNE6dO,https://api.spotify.com/v1/audio-analysis/7C1mp6UzyOrESLQCtNE6dO,161379,4
Weekend (feat. Miguel),Mac Miller,spotify:track:6GnhWMhgJb7uyiiPEiEkDA,0.843,0.435,8,-8.442,1,0.178,0.47,0.0,0.147,0.19,120.058,audio_features,6GnhWMhgJb7uyiiPEiEkDA,https://api.spotify.com/v1/tracks/6GnhWMhgJb7uyiiPEiEkDA,https://api.spotify.com/v1/audio-analysis/6GnhWMhgJb7uyiiPEiEkDA,208080,4
Diamonds & Gold,Mac Miller,spotify:track:0Etjx0wbI3vCJAA054J5ZY,0.438,0.793,5,-6.883,0,0.346,0.109,0.0,0.241,0.462,175.876,audio_features,0Etjx0wbI3vCJAA054J5ZY,https://api.spotify.com/v1/tracks/0Etjx0wbI3vCJAA054J5ZY,https://api.spotify.com/v1/audio-analysis/0Etjx0wbI3vCJAA054J5ZY,197852,4
Jumpshot,Dawin,spotify:track:4izP2KMwrhAdZEtIyp8Z8w,0.909,0.63,6,-3.9,0,0.0852,0.19,0.0,0.0291,0.803,97.027,audio_features,4izP2KMwrhAdZEtIyp8Z8w,https://api.spotify.com/v1/tracks/4izP2KMwrhAdZEtIyp8Z8w,https://api.spotify.com/v1/audio-analysis/4izP2KMwrhAdZEtIyp8Z8w,209093,4
ROW,Smith & Thell,spotify:track:6vFx55KVZxkos6JiasUuro,0.612,0.719,7,-4.889,1,0.0296,0.326,7.31e-05,0.184,0.59,110.016,audio_features,6vFx55KVZxkos6JiasUuro,https://api.spotify.com/v1/tracks/6vFx55KVZxkos6JiasUuro,https://api.spotify.com/v1/audio-analysis/6vFx55KVZxkos6JiasUuro,206317,4
1000 Nights,FRENSHIP,spotify:track:2mb32CDk3XusDc87vjeAoG,0.594,0.709,6,-9.541,0,0.0377,0.0315,0.0562,0.0738,0.587,90.001,audio_features,2mb32CDk3XusDc87vjeAoG,https://api.spotify.com/v1/tracks/2mb32CDk3XusDc87vjeAoG,https://api.spotify.com/v1/audio-analysis/2mb32CDk3XusDc87vjeAoG,240293,4
Don't Wanna Know,Maroon 5,spotify:track:5MFzQMkrl1FOOng9tq6R9r,0.783,0.623,7,-6.126,1,0.08,0.338,0.0,0.0975,0.447,100.048,audio_features,5MFzQMkrl1FOOng9tq6R9r,https://api.spotify.com/v1/tracks/5MFzQMkrl1FOOng9tq6R9r,https://api.spotify.com/v1/audio-analysis/5MFzQMkrl1FOOng9tq6R9r,214480,4
Higher Love,Alex Vargas,spotify:track:1XcrVYh47expQrgm4cEToC,0.523,0.572,7,-7.196,0,0.0384,0.511,3.22e-06,0.128,0.22,112.833,audio_features,1XcrVYh47expQrgm4cEToC,https://api.spotify.com/v1/tracks/1XcrVYh47expQrgm4cEToC,https://api.spotify.com/v1/audio-analysis/1XcrVYh47expQrgm4cEToC,216757,4
Numb / Encore,JAY-Z,spotify:track:7dyluIqv7QYVTXXZiMWPHW,0.685,0.803,2,-4.251,1,0.156,0.0601,0.0,0.546,0.799,107.005,audio_features,7dyluIqv7QYVTXXZiMWPHW,https://api.spotify.com/v1/tracks/7dyluIqv7QYVTXXZiMWPHW,https://api.spotify.com/v1/audio-analysis/7dyluIqv7QYVTXXZiMWPHW,205280,4
Pass Out,Tinie Tempah,spotify:track:2i5gkqfLxlCM902kgZVb6v,0.693,0.891,1,-3.261,1,0.296,0.0281,0.0,0.143,0.532,91.1,audio_features,2i5gkqfLxlCM902kgZVb6v,https://api.spotify.com/v1/tracks/2i5gkqfLxlCM902kgZVb6v,https://api.spotify.com/v1/audio-analysis/2i5gkqfLxlCM902kgZVb6v,268053,4
Real Friends,Kanye West,spotify:track:4TsRQ0onK2Lmjw9TvomNJZ,0.462,0.748,6,-6.264,0,0.465,0.263,0.000482,0.138,0.132,170.862,audio_features,4TsRQ0onK2Lmjw9TvomNJZ,https://api.spotify.com/v1/tracks/4TsRQ0onK2Lmjw9TvomNJZ,https://api.spotify.com/v1/audio-analysis/4TsRQ0onK2Lmjw9TvomNJZ,251573,4
Jump Out the Face (feat. Future),Meek Mill,spotify:track:17AS0y6FnHdYImAPUydAJg,0.699,0.543,0,-8.879,1,0.138,0.0411,1.26e-06,0.178,0.14,130.064,audio_features,17AS0y6FnHdYImAPUydAJg,https://api.spotify.com/v1/tracks/17AS0y6FnHdYImAPUydAJg,https://api.spotify.com/v1/audio-analysis/17AS0y6FnHdYImAPUydAJg,161907,4
We Dem Boyz,Wiz Khalifa,spotify:track:1ULa3GfdMKs0MfRpm6xVlu,0.717,0.862,8,-4.736,1,0.054,0.00689,0.0,0.321,0.52,130.021,audio_features,1ULa3GfdMKs0MfRpm6xVlu,https://api.spotify.com/v1/tracks/1ULa3GfdMKs0MfRpm6xVlu,https://api.spotify.com/v1/audio-analysis/1ULa3GfdMKs0MfRpm6xVlu,224933,4
Gucci Snakes,Tyga,spotify:track:3S6Qk3eJctunBqcqC3jmcE,0.702,0.695,11,-7.365,0,0.257,0.0636,0.0,0.376,0.533,150.003,audio_features,3S6Qk3eJctunBqcqC3jmcE,https://api.spotify.com/v1/tracks/3S6Qk3eJctunBqcqC3jmcE,https://api.spotify.com/v1/audio-analysis/3S6Qk3eJctunBqcqC3jmcE,320267,4
For Free,DJ Khaled,spotify:track:0lDBERpbbSfh3og8dSszfj,0.916,0.571,10,-8.241,0,0.2,0.0173,1.11e-06,0.153,0.498,103.521,audio_features,0lDBERpbbSfh3og8dSszfj,https://api.spotify.com/v1/tracks/0lDBERpbbSfh3og8dSszfj,https://api.spotify.com/v1/audio-analysis/0lDBERpbbSfh3og8dSszfj,183695,4
Love Suicide (feat. Ester Dean),Tinie Tempah,spotify:track:6WVXYeXd1O0bCEKxaEh6Si,0.753,0.816,7,-4.117,1,0.108,0.0424,0.0,0.174,0.614,89.997,audio_features,6WVXYeXd1O0bCEKxaEh6Si,https://api.spotify.com/v1/tracks/6WVXYeXd1O0bCEKxaEh6Si,https://api.spotify.com/v1/audio-analysis/6WVXYeXd1O0bCEKxaEh6Si,247693,4
Trust Nobody,Cashmere Cat,spotify:track:2RlcBZiskvuupu6pG8bsNe,0.592,0.652,7,-7.209,0,0.164,0.451,0.0,0.117,0.726,78.488,audio_features,2RlcBZiskvuupu6pG8bsNe,https://api.spotify.com/v1/tracks/2RlcBZiskvuupu6pG8bsNe,https://api.spotify.com/v1/audio-analysis/2RlcBZiskvuupu6pG8bsNe,218987,5
Kontti,Eldis,spotify:track:7pHc1wejOm6psbZFJzZZTD,0.915,0.779,7,-4.317,1,0.198,0.12,4.2e-06,0.0266,0.686,122.073,audio_features,7pHc1wejOm6psbZFJzZZTD,https://api.spotify.com/v1/tracks/7pHc1wejOm6psbZFJzZZTD,https://api.spotify.com/v1/audio-analysis/7pHc1wejOm6psbZFJzZZTD,191468,4
Faija Käyttää Napapaitaa,Vesterinen yhtyeineen,spotify:track:4xVQYvQz9l0v8YavRiipFN,0.694,0.803,0,-4.28,1,0.0396,0.0409,0.0,0.218,0.422,124.937,audio_features,4xVQYvQz9l0v8YavRiipFN,https://api.spotify.com/v1/tracks/4xVQYvQz9l0v8YavRiipFN,https://api.spotify.com/v1/audio-analysis/4xVQYvQz9l0v8YavRiipFN,208393,4
"Still Falling For You - From ""Bridget Jones's Baby""",Ellie Goulding,spotify:track:638fKB27P7UAmu3Aq0vEJ3,0.512,0.531,1,-8.03,1,0.0418,0.547,2.46e-06,0.102,0.19,96.058,audio_features,638fKB27P7UAmu3Aq0vEJ3,https://api.spotify.com/v1/tracks/638fKB27P7UAmu3Aq0vEJ3,https://api.spotify.com/v1/audio-analysis/638fKB27P7UAmu3Aq0vEJ3,240867,4
Menee tunteisiin,Arttu Lindeman,spotify:track:7xXO80FA9PJrMqGkZaDdwH,0.585,0.867,11,-3.549,1,0.0548,0.338,0.0,0.0265,0.62,165.077,audio_features,7xXO80FA9PJrMqGkZaDdwH,https://api.spotify.com/v1/tracks/7xXO80FA9PJrMqGkZaDdwH,https://api.spotify.com/v1/audio-analysis/7xXO80FA9PJrMqGkZaDdwH,202224,3
Dang! (feat. Anderson .Paak),Mac Miller,spotify:track:5iUQMwxUPdJBFeGkePtM66,0.836,0.67,5,-6.907,0,0.23,0.00826,0.000355,0.0837,0.556,107.018,audio_features,5iUQMwxUPdJBFeGkePtM66,https://api.spotify.com/v1/tracks/5iUQMwxUPdJBFeGkePtM66,https://api.spotify.com/v1/audio-analysis/5iUQMwxUPdJBFeGkePtM66,305350,4
All Around The World,Mac Miller,spotify:track:5NFN8JxhS86lm8Pxj5aT6I,0.468,0.926,1,-4.19,1,0.208,0.00608,0.0,0.0749,0.404,150.775,audio_features,5NFN8JxhS86lm8Pxj5aT6I,https://api.spotify.com/v1/tracks/5NFN8JxhS86lm8Pxj5aT6I,https://api.spotify.com/v1/audio-analysis/5NFN8JxhS86lm8Pxj5aT6I,221232,4
Love Myself,Hailee Steinfeld,spotify:track:0xCmwofyCiXdhoBsMSNj2w,0.616,0.768,0,-6.714,0,0.0781,0.0032,0.0,0.427,0.322,122.91,audio_features,0xCmwofyCiXdhoBsMSNj2w,https://api.spotify.com/v1/tracks/0xCmwofyCiXdhoBsMSNj2w,https://api.spotify.com/v1/audio-analysis/0xCmwofyCiXdhoBsMSNj2w,218773,4
Revolveri (Luokkakokous 2 - Polttarit),JVG,spotify:track:2lxrLR1S6M4upQZbSOQKD4,0.716,0.812,5,-4.579,0,0.0743,0.0494,0.0,0.212,0.513,124.121,audio_features,2lxrLR1S6M4upQZbSOQKD4,https://api.spotify.com/v1/tracks/2lxrLR1S6M4upQZbSOQKD4,https://api.spotify.com/v1/audio-analysis/2lxrLR1S6M4upQZbSOQKD4,198743,4
Blue (Da Ba Dee) - Sound of Legend Version Edit,Sound Of Legend,spotify:track:3JUxU3KohteqkLk9BOpQ1c,0.575,0.978,7,-1.81,0,0.0613,0.125,0.000347,0.118,0.212,128.013,audio_features,3JUxU3KohteqkLk9BOpQ1c,https://api.spotify.com/v1/tracks/3JUxU3KohteqkLk9BOpQ1c,https://api.spotify.com/v1/audio-analysis/3JUxU3KohteqkLk9BOpQ1c,179893,4
Black Beatles,Rae Sremmurd,spotify:track:21xJVN5wEbJogczYxfZhqR,0.794,0.647,0,-6.232,1,0.0628,0.158,0.0,0.139,0.345,145.945,audio_features,21xJVN5wEbJogczYxfZhqR,https://api.spotify.com/v1/tracks/21xJVN5wEbJogczYxfZhqR,https://api.spotify.com/v1/audio-analysis/21xJVN5wEbJogczYxfZhqR,291893,4
Can't Have (feat. Steven A. Clark & Ape Drums),Pitbull,spotify:track:5vNulf3Z6xUrBzGy5hcFgM,0.623,0.85,8,-2.605,0,0.108,0.0276,3.47e-06,0.148,0.658,105.033,audio_features,5vNulf3Z6xUrBzGy5hcFgM,https://api.spotify.com/v1/tracks/5vNulf3Z6xUrBzGy5hcFgM,https://api.spotify.com/v1/audio-analysis/5vNulf3Z6xUrBzGy5hcFgM,214905,4
Inside the Lines,Mike Perry,spotify:track:5GzExVEv1JDsYyPFjMdXsA,0.561,0.8,8,-4.576,1,0.0324,0.0709,0.000133,0.0934,0.399,96.989,audio_features,5GzExVEv1JDsYyPFjMdXsA,https://api.spotify.com/v1/tracks/5GzExVEv1JDsYyPFjMdXsA,https://api.spotify.com/v1/audio-analysis/5GzExVEv1JDsYyPFjMdXsA,204504,4
Daylight (With You),Yves V,spotify:track:0ZCZIa0C46ZFtd6HOxDVwb,0.56,0.806,1,-3.881,0,0.0455,0.0759,0.0,0.656,0.21,127.938,audio_features,0ZCZIa0C46ZFtd6HOxDVwb,https://api.spotify.com/v1/tracks/0ZCZIa0C46ZFtd6HOxDVwb,https://api.spotify.com/v1/audio-analysis/0ZCZIa0C46ZFtd6HOxDVwb,226939,4
"Devil (feat. Busta Rhymes, B.o.B & Neon Hitch)",Cash Cash,spotify:track:4bciEWCPPeR2UiVloDyUc5,0.613,0.765,9,-2.974,0,0.0568,0.055,0.0,0.205,0.335,144.893,audio_features,4bciEWCPPeR2UiVloDyUc5,https://api.spotify.com/v1/tracks/4bciEWCPPeR2UiVloDyUc5,https://api.spotify.com/v1/audio-analysis/4bciEWCPPeR2UiVloDyUc5,210307,4
Money On Me,Møtions,spotify:track:0NRDqdftUY55loREoSeK8P,0.455,0.714,10,-6.065,1,0.0444,0.0855,0.0,0.0812,0.386,155.163,audio_features,0NRDqdftUY55loREoSeK8P,https://api.spotify.com/v1/tracks/0NRDqdftUY55loREoSeK8P,https://api.spotify.com/v1/audio-analysis/0NRDqdftUY55loREoSeK8P,195367,4
Now and Later,Sage The Gemini,spotify:track:43jBqV3j3Xi1g6wO0bhIMd,0.781,0.57,11,-5.874,0,0.188,0.273,0.0,0.196,0.858,107.059,audio_features,43jBqV3j3Xi1g6wO0bhIMd,https://api.spotify.com/v1/tracks/43jBqV3j3Xi1g6wO0bhIMd,https://api.spotify.com/v1/audio-analysis/43jBqV3j3Xi1g6wO0bhIMd,193181,4
The Other Side,Jason Derulo,spotify:track:4CLZ3D2RCI5ZCfB51D6NwB,0.561,0.836,9,-3.939,1,0.1,0.0525,0.0,0.136,0.517,127.923,audio_features,4CLZ3D2RCI5ZCfB51D6NwB,https://api.spotify.com/v1/tracks/4CLZ3D2RCI5ZCfB51D6NwB,https://api.spotify.com/v1/audio-analysis/4CLZ3D2RCI5ZCfB51D6NwB,226987,4
Chasing The Sun,The Wanted,spotify:track:2I7TngtQc3oZO0fsyFDUAJ,0.636,0.732,7,-6.209,0,0.0962,0.242,0.0,0.498,0.679,128.11,audio_features,2I7TngtQc3oZO0fsyFDUAJ,https://api.spotify.com/v1/tracks/2I7TngtQc3oZO0fsyFDUAJ,https://api.spotify.com/v1/audio-analysis/2I7TngtQc3oZO0fsyFDUAJ,198800,4
We'll Be Coming Back (feat. Example),Calvin Harris,spotify:track:7B1Dl3tXqySkB8OPEwVvSu,0.596,0.952,7,-4.364,1,0.0873,0.00131,0.0,0.598,0.571,127.945,audio_features,7B1Dl3tXqySkB8OPEwVvSu,https://api.spotify.com/v1/tracks/7B1Dl3tXqySkB8OPEwVvSu,https://api.spotify.com/v1/audio-analysis/7B1Dl3tXqySkB8OPEwVvSu,234360,4
(Everything I Do) I Do It For You,Bryan Adams,spotify:track:5nydh0uIcz9gxSoJY6FtTn,0.518,0.47,1,-8.692,1,0.0273,0.0665,1.24e-05,0.0792,0.247,131.214,audio_features,5nydh0uIcz9gxSoJY6FtTn,https://api.spotify.com/v1/tracks/5nydh0uIcz9gxSoJY6FtTn,https://api.spotify.com/v1/audio-analysis/5nydh0uIcz9gxSoJY6FtTn,393733,4
I'll Be Missing You (feat. 112),Diddy,spotify:track:3QHONiXGMGU3z68mQInncF,0.862,0.479,7,-9.199,1,0.0645,0.0523,0.00126,0.589,0.924,109.877,audio_features,3QHONiXGMGU3z68mQInncF,https://api.spotify.com/v1/tracks/3QHONiXGMGU3z68mQInncF,https://api.spotify.com/v1/audio-analysis/3QHONiXGMGU3z68mQInncF,301520,4
Hirviö,Mikael Gabriel,spotify:track:3XQX9j6no2CX817DPsB6m3,0.801,0.784,7,-7.073,1,0.183,0.174,0.0,0.243,0.546,107.007,audio_features,3XQX9j6no2CX817DPsB6m3,https://api.spotify.com/v1/tracks/3XQX9j6no2CX817DPsB6m3,https://api.spotify.com/v1/audio-analysis/3XQX9j6no2CX817DPsB6m3,200440,4
Tykkään susta niin että halkeen,Juha Tapio,spotify:track:6Bj2EIPJfNv96wY8fCg5eC,0.521,0.721,4,-7.239,0,0.0344,0.0137,2.34e-05,0.0981,0.768,167.898,audio_features,6Bj2EIPJfNv96wY8fCg5eC,https://api.spotify.com/v1/tracks/6Bj2EIPJfNv96wY8fCg5eC,https://api.spotify.com/v1/audio-analysis/6Bj2EIPJfNv96wY8fCg5eC,190427,4
Freaky Like Me,Madcon,spotify:track:0nOFRbiftNe7TTPtpobeXt,0.602,0.752,8,-4.48,1,0.064,0.00969,0.0,0.158,0.562,86.011,audio_features,0nOFRbiftNe7TTPtpobeXt,https://api.spotify.com/v1/tracks/0nOFRbiftNe7TTPtpobeXt,https://api.spotify.com/v1/audio-analysis/0nOFRbiftNe7TTPtpobeXt,189773,4
Clarity,Zedd,spotify:track:3HrozUzUsMLPNWwuYUHwdV,0.509,0.781,8,-3.48,1,0.072,0.0398,0.0,0.0749,0.176,128.0,audio_features,3HrozUzUsMLPNWwuYUHwdV,https://api.spotify.com/v1/tracks/3HrozUzUsMLPNWwuYUHwdV,https://api.spotify.com/v1/audio-analysis/3HrozUzUsMLPNWwuYUHwdV,271427,4
Spectrum,Zedd,spotify:track:42MhtniCyRkj5bsO6HP1lp,0.609,0.801,0,-4.417,0,0.034,0.0137,0.00349,0.127,0.407,129.99,audio_features,42MhtniCyRkj5bsO6HP1lp,https://api.spotify.com/v1/tracks/42MhtniCyRkj5bsO6HP1lp,https://api.spotify.com/v1/audio-analysis/42MhtniCyRkj5bsO6HP1lp,243413,4
Welcome to My Life,Simple Plan,spotify:track:10rChmECwPcvTTj4w07hq4,0.421,0.858,1,-4.535,1,0.0963,0.0134,0.0,0.067,0.491,173.255,audio_features,10rChmECwPcvTTj4w07hq4,https://api.spotify.com/v1/tracks/10rChmECwPcvTTj4w07hq4,https://api.spotify.com/v1/audio-analysis/10rChmECwPcvTTj4w07hq4,206773,4
